% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.023	4	4	3	4	1	16	1836	0	0
0.023	5	5	3	4	1	4	437	0	0
0.023	5	5	3	4	1	4	437	0	0
0.024	1	5	3	5	2	0	165	0	0
0.024	1	5	3	5	2	0	165	0	0
0.024	2	3	3	5	2	8	839	0	0
0.024	2	3	3	5	2	8	839	0	0
0.024	3	3	3	5	1	0	165	0	0
0.024	3	3	3	5	1	0	165	0	0
0.024	5	5	3	5	1	4	437	0	0
0.024	5	5	3	5	1	4	437	0	0
0.025	1	5	3	6	2	0	165	0	0
0.025	1	5	3	6	2	0	165	0	0
0.025	2	3	3	6	2	8	839	0	0
0.025	2	3	3	6	2	8	839	0	0
0.025	3	3	3	6	1	0	165	0	0
0.025	3	3	3	6	1	0	165	0	0
0.025	5	5	3	6	1	4	437	0	0
0.025	5	5	3	6	1	4	437	0	0
0.026	1	5	3	7	2	0	165	0	0
0.026	1	5	3	7	2	0	165	0	0
0.026	3	3	3	7	1	0	165	0	0
0.026	3	3	3	7	1	0	165	0	0
0.027	1	5	3	8	2	0	165	0	0
0.027	1	5	3	8	2	0	165	0	0
0.027	3	3	3	8	1	0	165	0	0
0.027	3	3	3	8	1	0	165	0	0
0.028	1	5	3	9	2	0	165	0	0
0.028	1	5	3	9	2	0	165	0	0
0.028	3	3	3	9	1	0	165	0	0
0.028	3	3	3	9	1	0	165	0	0
0.029	1	5	3	10	2	0	165	0	0
0.029	1	5	3	10	2	0	165	0	0
0.029	3	3	3	10	1	0	165	0	0
0.029	3	3	3	10	1	0	165	0	0
0.03	1	5	4	1	2	0	165	0	0
0.03	1	5	4	1	2	0	165	0	0
0.033	1	1	4	4	1	28	4395	0	0
0.033	1	1	4	4	1	28	4395	0	0
0.033	2	2	4	4	1	28	4395	0	0
0.033	2	2	4	4	1	28	4395	0	0
0.033	3	3	4	4	1	0	165	0	0
0.033	3	3	4	4	1	0	165	0	0
0.033	4	4	4	4	1	16	1836	0	0
0.033	4	4	4	4	1	16	1836	0	0
0.033	5	5	4	4	1	4	437	0	0
0.033	5	5	4	4	1	4	437	0	0
0.034	1	5	4	5	2	0	165	0	0
0.034	1	5	4	5	2	0	165	0	0
0.034	2	3	4	5	2	8	839	0	0
0.034	2	3	4	5	2	8	839	0	0
0.034	3	3	4	5	1	0	165	0	0
0.034	3	3	4	5	1	0	165	0	0
0.034	5	5	4	5	1	4	437	0	0
0.034	5	5	4	5	1	4	437	0	0
0.035	1	5	4	6	2	0	165	0	0
0.035	1	5	4	6	2	0	165	0	0
0.035	2	3	4	6	2	8	839	0	0
0.035	2	3	4	6	2	8	839	0	0
0.035	3	3	4	6	1	0	165	0	0
0.035	3	3	4	6	1	0	165	0	0
0.035	5	5	4	6	1	4	437	0	0
0.035	5	5	4	6	1	4	437	0	0
0.036	1	5	4	7	2	0	165	0	0
0.036	1	5	4	7	2	0	165	0	0
0.036	3	3	4	7	1	0	165	0	0
0.036	3	3	4	7	1	0	165	0	0
0.037	1	5	4	8	2	0	165	0	0
0.037	1	5	4	8	2	0	165	0	0
0.037	3	3	4	8	1	0	165	0	0
0.037	3	3	4	8	1	0	165	0	0
0.038	1	5	4	9	2	0	165	0	0
0.038	1	5	4	9	2	0	165	0	0
0.038	3	3	4	9	1	0	165	0	0
0.038	3	3	4	9	1	0	165	0	0
0.039	1	5	4	10	2	0	165	0	0
0.039	1	5	4	10	2	0	165	0	0
0.039	3	3	4	10	1	0	165	0	0
0.039	3	3	4	10	1	0	165	0	0
0.04	1	5	5	1	2	0	165	0	0
0.04	1	5	5	1	2	0	165	0	0
